DATE,PRCP,TMAX,TMIN,RAIN
7/07/2005,0,71,54,FALSE
8/07/2005,0.4,60,55,TRUE
9/07/2005,0,70,53,FALSE
10/07/2005,0,66,54,FALSE
11/07/2005,0.01,71,58,TRUE
12/07/2005,0.01,73,56,TRUE
13/07/2005,0,72,58,FALSE
14/07/2005,0,77,55,FALSE
15/07/2005,0,69,57,FALSE
16/07/2005,0,72,56,FALSE
17/07/2005,0,82,58,FALSE
18/07/2005,0,87,58,FALSE
19/07/2005,0,74,54,FALSE
20/07/2005,0,76,54,FALSE
21/07/2005,0,81,57,FALSE
22/07/2005,0.25,73,57,TRUE
23/07/2005,0,75,54,FALSE
24/07/2005,0,75,55,FALSE
25/07/2005,0,79,54,FALSE
26/07/2005,0,86,56,FALSE
27/07/2005,0,87,60,FALSE
28/07/2005,0,81,58,FALSE
29/07/2005,0,82,58,FALSE
30/07/2005,0,85,57,FALSE
31/07/2005,0,85,56,FALSE
1/08/2005,0,72,59,FALSE
2/08/2005,0,77,54,FALSE
3/08/2005,0,83,55,FALSE
4/08/2005,0,87,59,FALSE
5/08/2005,0,86,58,FALSE
6/08/2005,0,75,56,FALSE
7/08/2005,0,80,55,FALSE
8/08/2005,0,80,56,FALSE
9/08/2005,0,74,54,FALSE
10/08/2005,0,66,57,FALSE
11/08/2005,0,69,58,FALSE
12/08/2005,0,76,55,FALSE
13/08/2005,0,87,57,FALSE
14/08/2005,0,88,59,FALSE
15/08/2005,0,86,58,FALSE
16/08/2005,0,65,57,FALSE
17/08/2005,0.05,73,57,TRUE
18/08/2005,0,78,56,FALSE
19/08/2005,0,84,55,FALSE
20/08/2005,0,80,54,FALSE
21/08/2005,0,76,55,FALSE
22/08/2005,0,75,56,FALSE
23/08/2005,0,71,55,FALSE
24/08/2005,0,78,53,FALSE
25/08/2005,0,84,56,FALSE
26/08/2005,0,82,56,FALSE
27/08/2005,0,77,56,FALSE
28/08/2005,0.21,77,57,TRUE
29/08/2005,0.03,69,56,TRUE
30/08/2005,0,67,55,FALSE
31/08/2005,0,75,57,FALSE
1/09/2005,0,78,57,FALSE
2/09/2005,0,72,54,FALSE
3/09/2005,0,71,53,FALSE
4/09/2005,0,68,53,FALSE
5/09/2005,NA,70,52,NA
6/09/2005,0,73,52,FALSE
7/09/2005,0,77,52,FALSE
8/09/2005,0,77,54,FALSE
9/09/2005,0,67,54,FALSE
10/09/2005,0.41,62,51,TRUE
11/09/2005,0.01,66,52,TRUE
12/09/2005,0,68,53,FALSE
13/09/2005,0,72,49,FALSE
14/09/2005,0,67,52,FALSE
15/09/2005,0.01,65,53,TRUE
16/09/2005,0.05,63,51,TRUE
17/09/2005,0,66,50,FALSE
18/09/2005,0,67,49,FALSE
19/09/2005,0,69,49,FALSE
20/09/2005,0,67,53,FALSE
21/09/2005,0,66,48,FALSE
22/09/2005,0,63,46,FALSE
23/09/2005,0,64,48,FALSE
24/09/2005,0,65,42,FALSE
25/09/2005,0,70,46,FALSE
26/09/2005,0,71,47,FALSE
27/09/2005,0,67,52,FALSE
28/09/2005,0,69,46,FALSE
29/09/2005,0.25,63,56,TRUE
30/09/2005,0.02,61,52,TRUE
1/10/2005,0.07,61,47,TRUE
2/10/2005,0.34,55,43,TRUE
3/10/2005,0,60,42,FALSE
4/10/2005,0,60,47,FALSE
5/10/2005,0,65,51,FALSE
6/10/2005,0.2,58,54,TRUE
7/10/2005,0.05,62,49,TRUE
8/10/2005,0.06,59,48,TRUE
9/10/2005,0.01,63,49,TRUE
10/10/2005,0.04,57,48,TRUE
11/10/2005,0.17,62,51,TRUE
12/10/2005,0.07,55,49,TRUE
13/10/2005,0.04,61,49,TRUE
14/10/2005,0.26,69,52,TRUE
15/10/2005,0.05,60,52,TRUE
16/10/2005,0,58,52,FALSE
17/10/2005,0.01,66,56,TRUE
18/10/2005,0.02,56,52,TRUE
19/10/2005,0.12,60,52,TRUE
20/10/2005,0,58,45,FALSE
21/10/2005,0,68,50,FALSE
22/10/2005,0,67,47,FALSE
23/10/2005,0.15,55,52,TRUE
24/10/2005,0,60,50,FALSE
25/10/2005,0.05,63,47,TRUE
26/10/2005,0,55,42,FALSE
27/10/2005,0.03,56,37,TRUE
28/10/2005,0.18,57,47,TRUE
29/10/2005,0.06,55,44,TRUE
30/10/2005,0.31,57,43,TRUE
31/10/2005,0.73,54,48,TRUE
1/11/2005,0.75,50,45,TRUE
2/11/2005,0.17,53,44,TRUE
3/11/2005,0.24,48,44,TRUE
4/11/2005,0.41,48,41,TRUE
5/11/2005,0.79,45,41,TRUE
6/11/2005,0.04,49,40,TRUE
7/11/2005,0.18,49,40,TRUE
8/11/2005,0.04,50,38,TRUE
9/11/2005,0,54,38,FALSE
10/11/2005,0.01,53,43,TRUE
11/11/2005,0.43,47,38,TRUE
12/11/2005,0.07,47,39,TRUE
13/11/2005,0.87,51,42,TRUE
14/11/2005,0.01,48,35,TRUE
15/11/2005,0,49,32,FALSE
16/11/2005,0,51,39,FALSE
17/11/2005,0,46,41,FALSE
18/11/2005,0,49,41,FALSE
19/11/2005,0,47,41,FALSE
20/11/2005,0,45,40,FALSE
21/11/2005,0,48,38,FALSE
22/11/2005,0,43,37,FALSE
23/11/2005,0,48,34,FALSE
24/11/2005,0.03,46,31,TRUE
25/11/2005,0.99,46,40,TRUE
26/11/2005,0,45,34,FALSE
27/11/2005,0.11,43,33,TRUE
28/11/2005,0.07,44,29,TRUE
29/11/2005,0.31,39,36,TRUE
30/11/2005,0,45,34,FALSE
1/12/2005,0.27,38,32,TRUE
2/12/2005,0.07,37,32,TRUE
3/12/2005,0.03,39,31,TRUE
4/12/2005,0,40,29,FALSE
5/12/2005,0,44,38,FALSE
6/12/2005,0,45,39,FALSE
7/12/2005,0,42,35,FALSE
8/12/2005,0,44,30,FALSE
9/12/2005,0,45,30,FALSE
10/12/2005,0,46,30,FALSE
11/12/2005,0,42,30,FALSE
12/12/2005,0.03,42,36,TRUE
13/12/2005,0.01,45,31,TRUE
14/12/2005,0,41,28,FALSE
15/12/2005,0,38,28,FALSE
16/12/2005,0,41,23,FALSE
17/12/2005,0,48,31,FALSE
18/12/2005,0,47,34,FALSE
19/12/2005,0.16,49,36,TRUE
20/12/2005,0.43,54,48,TRUE
21/12/2005,0.4,56,49,TRUE
22/12/2005,0.34,57,50,TRUE
23/12/2005,0.93,55,51,TRUE
24/12/2005,0.63,62,53,TRUE
25/12/2005,0.81,58,50,TRUE
26/12/2005,0.41,53,47,TRUE
27/12/2005,0.47,55,46,TRUE
28/12/2005,0.46,53,45,TRUE
29/12/2005,0.35,50,42,TRUE
30/12/2005,0.75,51,44,TRUE
31/12/2005,0.3,51,47,TRUE
1/01/2006,0.08,58,46,TRUE
2/01/2006,0.31,49,41,TRUE
3/01/2006,0.15,47,38,TRUE
4/01/2006,0.01,54,42,TRUE
5/01/2006,1.33,55,48,TRUE
6/01/2006,0.26,56,50,TRUE
7/01/2006,0.3,53,43,TRUE
8/01/2006,0.1,49,39,TRUE
9/01/2006,1.15,52,46,TRUE
10/01/2006,0.94,55,46,TRUE
11/01/2006,0.77,49,44,TRUE
12/01/2006,0.57,48,44,TRUE
13/01/2006,0.55,50,45,TRUE
14/01/2006,0.26,46,38,TRUE
15/01/2006,0,47,37,FALSE
16/01/2006,0.72,53,41,TRUE
17/01/2006,0.12,53,45,TRUE
18/01/2006,0.07,46,42,TRUE
19/01/2006,0.16,47,43,TRUE
20/01/2006,0.23,46,39,TRUE
21/01/2006,0.12,49,42,TRUE
22/01/2006,0,51,44,FALSE
23/01/2006,0.01,55,45,TRUE
24/01/2006,0,56,41,FALSE
25/01/2006,0.08,52,38,TRUE
26/01/2006,0.09,48,41,TRUE
27/01/2006,0.22,48,40,TRUE
28/01/2006,0.75,47,40,TRUE
29/01/2006,1.24,52,40,TRUE
30/01/2006,0.73,54,43,TRUE
31/01/2006,0.33,50,41,TRUE
1/02/2006,0.29,50,46,TRUE
2/02/2006,0.3,51,43,TRUE
3/02/2006,0.11,58,43,TRUE
4/02/2006,0.41,53,42,TRUE
5/02/2006,0,49,40,FALSE
6/02/2006,0,52,38,FALSE
7/02/2006,0,60,35,FALSE
8/02/2006,0.21,53,39,TRUE
9/02/2006,0,53,36,FALSE
10/02/2006,0,58,39,FALSE
11/02/2006,0,58,44,FALSE
12/02/2006,0,56,37,FALSE
13/02/2006,0.32,49,37,TRUE
14/02/2006,0,46,34,FALSE
15/02/2006,0,46,30,FALSE
16/02/2006,0,47,30,FALSE
17/02/2006,0,38,27,FALSE
18/02/2006,0,44,23,FALSE
19/02/2006,0,48,27,FALSE
20/02/2006,0,41,29,FALSE
21/02/2006,0,47,39,FALSE
22/02/2006,0,49,44,FALSE
23/02/2006,0.09,47,35,TRUE
24/02/2006,0,46,30,FALSE
25/02/2006,0,47,31,FALSE
26/02/2006,0.04,50,38,TRUE
27/02/2006,0.31,50,39,TRUE
28/02/2006,0.47,44,38,TRUE
1/03/2006,0,58,37,FALSE
2/03/2006,0.02,55,37,TRUE
3/03/2006,0,54,34,FALSE
4/03/2006,0,54,39,FALSE
5/03/2006,0.03,54,45,TRUE
6/03/2006,0.04,55,42,TRUE
7/03/2006,0.04,50,38,TRUE
8/03/2006,0.38,42,34,TRUE
9/03/2006,0.1,41,34,TRUE
10/03/2006,0.03,47,32,TRUE
11/03/2006,0,48,34,FALSE
12/03/2006,0,51,31,FALSE
13/03/2006,0.01,54,33,TRUE
14/03/2006,0.02,51,38,TRUE
15/03/2006,0.06,47,39,TRUE
16/03/2006,0.06,50,38,TRUE
17/03/2006,0.07,48,36,TRUE
18/03/2006,0.46,49,37,TRUE
19/03/2006,0,53,33,FALSE
20/03/2006,0,59,35,FALSE
21/03/2006,0.04,51,42,TRUE
22/03/2006,0.04,54,45,TRUE
23/03/2006,0.01,64,45,TRUE
24/03/2006,0.49,53,42,TRUE
25/03/2006,0,53,36,FALSE
26/03/2006,0.04,49,39,TRUE
27/03/2006,0,62,39,FALSE
28/03/2006,0.16,57,44,TRUE
29/03/2006,0,53,44,FALSE
30/03/2006,0,57,42,FALSE
31/03/2006,0.08,60,44,TRUE
1/04/2006,0.27,50,40,TRUE
2/04/2006,0,62,42,FALSE
3/04/2006,0.14,61,44,TRUE
4/04/2006,0,58,38,FALSE
5/04/2006,0,63,42,FALSE
6/04/2006,0,57,40,FALSE
7/04/2006,0,60,43,FALSE
8/04/2006,0.38,50,45,TRUE
9/04/2006,0,58,44,FALSE
10/04/2006,0,59,42,FALSE
11/04/2006,0,60,39,FALSE
12/04/2006,0.06,58,46,TRUE
13/04/2006,0.44,49,44,TRUE
14/04/2006,0.15,47,39,TRUE
15/04/2006,0.25,50,38,TRUE
16/04/2006,0.07,54,38,TRUE
17/04/2006,0,55,36,FALSE
18/04/2006,0,59,37,FALSE
19/04/2006,0,63,43,FALSE
20/04/2006,0.03,63,44,TRUE
21/04/2006,0.36,54,41,TRUE
22/04/2006,0,57,40,FALSE
23/04/2006,0,71,43,FALSE
24/04/2006,0,73,47,FALSE
25/04/2006,0,65,45,FALSE
26/04/2006,0,55,44,FALSE
27/04/2006,0,66,49,FALSE
28/04/2006,0,73,49,FALSE
29/04/2006,0.58,54,39,TRUE
30/04/2006,0,56,37,FALSE
1/05/2006,0,57,42,FALSE
2/05/2006,0,59,39,FALSE
3/05/2006,0,66,44,FALSE
4/05/2006,0,74,46,FALSE
5/05/2006,0,73,48,FALSE
6/05/2006,0.03,59,46,TRUE
7/05/2006,0,58,44,FALSE
8/05/2006,0.01,59,41,TRUE
9/05/2006,0,62,41,FALSE
10/05/2006,0,67,44,FALSE
11/05/2006,0,63,44,FALSE
12/05/2006,0,60,41,FALSE
13/05/2006,0,65,43,FALSE
14/05/2006,0,72,46,FALSE
15/05/2006,0,79,52,FALSE
16/05/2006,0,83,59,FALSE
17/05/2006,0,76,56,FALSE
18/05/2006,0,79,50,FALSE
19/05/2006,0.09,67,50,TRUE
20/05/2006,0,68,52,FALSE
21/05/2006,0.03,69,48,TRUE
22/05/2006,0.24,59,51,TRUE
23/05/2006,0.21,65,48,TRUE
24/05/2006,0.23,63,51,TRUE
25/05/2006,0.21,59,49,TRUE
26/05/2006,0.14,61,48,TRUE
27/05/2006,0.15,61,48,TRUE
28/05/2006,0.22,58,50,TRUE
29/05/2006,0,64,50,FALSE
30/05/2006,0,73,46,FALSE
31/05/2006,0.09,72,54,TRUE
1/06/2006,0.75,69,55,TRUE
2/06/2006,0.11,67,54,TRUE
3/06/2006,0.02,69,54,TRUE
4/06/2006,0.51,68,53,TRUE
5/06/2006,0,68,55,FALSE
6/06/2006,0,73,50,FALSE
7/06/2006,0,70,51,FALSE
8/06/2006,0.05,64,51,TRUE
9/06/2006,0.03,64,51,TRUE
10/06/2006,0,67,53,FALSE
11/06/2006,0,76,53,FALSE
12/06/2006,0.07,72,56,TRUE
13/06/2006,0.01,68,56,TRUE
14/06/2006,0.02,64,54,TRUE
15/06/2006,0,70,53,FALSE
16/06/2006,0.1,66,52,TRUE
17/06/2006,0,69,53,FALSE
18/06/2006,0,68,53,FALSE
19/06/2006,0,67,53,FALSE
20/06/2006,0,68,53,FALSE
21/06/2006,0,69,52,FALSE
22/06/2006,0,72,51,FALSE
23/06/2006,0,74,52,FALSE
24/06/2006,0,82,55,FALSE
25/06/2006,0,88,62,FALSE
26/06/2006,0,90,67,FALSE
27/06/2006,0,85,55,FALSE
28/06/2006,0,74,50,FALSE
29/06/2006,0,80,55,FALSE
30/06/2006,0,85,57,FALSE
1/07/2006,0,83,54,FALSE
2/07/2006,0,84,53,FALSE
3/07/2006,0,79,53,FALSE
4/07/2006,0.02,75,54,TRUE
5/07/2006,0,65,53,FALSE
6/07/2006,0,65,55,FALSE
7/07/2006,0,76,54,FALSE
8/07/2006,0,85,56,FALSE
9/07/2006,0,86,63,FALSE
10/07/2006,0,68,55,FALSE
11/07/2006,0,71,54,FALSE
12/07/2006,0.03,68,57,TRUE
13/07/2006,0.01,68,56,TRUE
14/07/2006,0,78,56,FALSE
15/07/2006,0,76,58,FALSE
16/07/2006,0,80,55,FALSE
17/07/2006,0,69,53,FALSE
18/07/2006,0,75,55,FALSE
19/07/2006,0,77,54,FALSE
20/07/2006,0,84,59,FALSE
21/07/2006,0,97,66,FALSE
22/07/2006,0,96,68,FALSE
23/07/2006,0,95,67,FALSE
24/07/2006,0,92,65,FALSE
25/07/2006,0,78,58,FALSE
26/07/2006,0,84,58,FALSE
27/07/2006,0,81,57,FALSE
28/07/2006,0,70,54,FALSE
29/07/2006,0,69,53,FALSE
30/07/2006,0,72,55,FALSE
31/07/2006,0,74,57,FALSE
1/08/2006,0,74,54,FALSE
2/08/2006,0,73,55,FALSE
3/08/2006,0,76,55,FALSE
4/08/2006,0,77,53,FALSE
5/08/2006,0,82,55,FALSE
6/08/2006,0,86,57,FALSE
7/08/2006,0,83,55,FALSE
8/08/2006,0,75,55,FALSE
9/08/2006,0.01,76,59,TRUE
10/08/2006,0,73,56,FALSE
11/08/2006,0,70,54,FALSE
12/08/2006,0,76,51,FALSE
13/08/2006,0,82,55,FALSE
14/08/2006,0,86,56,FALSE
15/08/2006,0,71,54,FALSE
16/08/2006,0,75,53,FALSE
17/08/2006,0,72,54,FALSE
18/08/2006,0,81,53,FALSE
19/08/2006,0,84,57,FALSE
20/08/2006,0,86,56,FALSE
21/08/2006,0,79,54,FALSE
22/08/2006,0,69,54,FALSE
23/08/2006,0,68,52,FALSE
24/08/2006,0,68,55,FALSE
25/08/2006,0,79,53,FALSE
26/08/2006,0,85,55,FALSE
27/08/2006,0,87,60,FALSE
28/08/2006,0,86,57,FALSE
29/08/2006,0.01,69,54,TRUE
30/08/2006,0,71,53,FALSE
31/08/2006,0,72,51,FALSE
1/09/2006,0,88,55,FALSE
2/09/2006,0,89,58,FALSE
3/09/2006,0,84,56,FALSE
4/09/2006,0,81,53,FALSE
5/09/2006,0,80,53,FALSE
6/09/2006,0,82,55,FALSE
7/09/2006,0,75,51,FALSE
8/09/2006,0,71,51,FALSE
9/09/2006,0.02,71,54,TRUE
10/09/2006,0,74,50,FALSE
11/09/2006,0,78,52,FALSE
12/09/2006,0,75,57,FALSE
13/09/2006,0.03,63,51,TRUE
14/09/2006,0.31,63,50,TRUE
15/09/2006,0.06,63,49,TRUE
16/09/2006,0.01,68,48,TRUE
17/09/2006,0,66,52,FALSE
18/09/2006,0.39,68,55,TRUE
19/09/2006,0.15,61,51,TRUE
20/09/2006,0.29,55,51,TRUE
21/09/2006,0.17,60,47,TRUE
22/09/2006,0,63,47,FALSE
23/09/2006,0,70,47,FALSE
24/09/2006,0,77,50,FALSE
25/09/2006,0,77,52,FALSE
26/09/2006,0,78,54,FALSE
27/09/2006,0,80,54,FALSE
28/09/2006,0,77,56,FALSE
29/09/2006,0,75,54,FALSE
30/09/2006,0,60,52,FALSE
1/10/2006,0,66,50,FALSE
2/10/2006,0,64,45,FALSE
3/10/2006,0,58,50,FALSE
4/10/2006,0,65,50,FALSE
5/10/2006,0,71,50,FALSE
6/10/2006,0.02,57,51,TRUE
7/10/2006,0,60,45,FALSE
8/10/2006,0,57,49,FALSE
9/10/2006,0,65,47,FALSE
10/10/2006,0,65,43,FALSE
11/10/2006,0,70,44,FALSE
12/10/2006,0,72,46,FALSE
13/10/2006,0,65,47,FALSE
14/10/2006,0.04,51,47,TRUE
15/10/2006,0.43,55,49,TRUE
16/10/2006,0.01,54,49,TRUE
17/10/2006,0,60,50,FALSE
18/10/2006,0.28,53,49,TRUE
19/10/2006,0.19,59,50,TRUE
20/10/2006,0,57,46,FALSE
21/10/2006,0,61,44,FALSE
22/10/2006,0,65,42,FALSE
23/10/2006,0,56,41,FALSE
24/10/2006,0.03,55,41,TRUE
25/10/2006,0,52,42,FALSE
26/10/2006,0,55,49,FALSE
27/10/2006,0,62,47,FALSE
28/10/2006,0,57,45,FALSE
29/10/2006,0.55,52,39,TRUE
30/10/2006,0,45,32,FALSE
31/10/2006,0,47,30,FALSE
1/11/2006,0,57,34,FALSE
2/11/2006,1.05,49,41,TRUE
3/11/2006,0.45,60,48,TRUE
4/11/2006,1.91,57,52,TRUE
5/11/2006,0.87,58,51,TRUE
6/11/2006,3.29,60,55,TRUE
7/11/2006,0.53,56,47,TRUE
8/11/2006,0.26,55,44,TRUE
9/11/2006,0.52,51,43,TRUE
10/11/2006,0.79,49,42,TRUE
11/11/2006,0.21,50,41,TRUE
12/11/2006,1.07,49,42,TRUE
13/11/2006,0.23,45,37,TRUE
14/11/2006,0.01,49,36,TRUE
15/11/2006,0.44,56,42,TRUE
16/11/2006,0,51,38,FALSE
17/11/2006,0,52,39,FALSE
18/11/2006,0,54,40,FALSE
19/11/2006,0.46,53,43,TRUE
20/11/2006,0.51,52,44,TRUE
21/11/2006,0.51,49,41,TRUE
22/11/2006,0.54,47,40,TRUE
23/11/2006,0.64,42,38,TRUE
24/11/2006,0,44,37,FALSE
25/11/2006,0,43,36,FALSE
26/11/2006,0.79,44,32,TRUE
27/11/2006,0.18,37,26,TRUE
28/11/2006,0,27,18,FALSE
29/11/2006,0.33,33,18,TRUE
30/11/2006,0.04,43,32,TRUE
1/12/2006,0.01,41,33,TRUE
2/12/2006,0,42,28,FALSE
3/12/2006,0,44,34,FALSE
4/12/2006,0,48,37,FALSE
5/12/2006,0,47,42,FALSE
6/12/2006,0,48,36,FALSE
7/12/2006,0,50,38,FALSE
8/12/2006,0,50,38,FALSE
9/12/2006,0.19,50,38,TRUE
10/12/2006,0.23,48,41,TRUE
11/12/2006,0.84,52,44,TRUE
12/12/2006,0.33,48,42,TRUE
13/12/2006,0.26,51,42,TRUE
14/12/2006,1.55,54,40,TRUE
15/12/2006,0.02,47,35,TRUE
16/12/2006,0,42,30,FALSE
17/12/2006,0,39,27,FALSE
18/12/2006,0,40,28,FALSE
19/12/2006,0.01,43,33,TRUE
20/12/2006,0.37,45,36,TRUE
21/12/2006,0.5,50,37,TRUE
22/12/2006,0,44,37,FALSE
23/12/2006,0.62,46,36,TRUE
24/12/2006,0.71,47,35,TRUE
25/12/2006,0.06,49,40,TRUE
26/12/2006,1.27,42,34,TRUE
27/12/2006,0.33,41,32,TRUE
28/12/2006,0,40,28,FALSE
29/12/2006,0,42,31,FALSE
30/12/2006,0,43,30,FALSE
31/12/2006,0,46,34,FALSE
1/01/2007,0.41,48,34,TRUE
2/01/2007,1.77,56,45,TRUE
3/01/2007,1.01,48,40,TRUE
4/01/2007,0.15,42,30,TRUE
5/01/2007,0.77,43,31,TRUE
6/01/2007,0.03,44,36,TRUE
7/01/2007,0.93,49,40,TRUE
8/01/2007,0,48,38,FALSE
9/01/2007,0.16,51,34,TRUE
10/01/2007,0.26,36,28,TRUE
11/01/2007,0,31,22,FALSE
